bul,eng,fin,por,spa,swe
2359711,3589662,3589657,6636862,2843775,3864124	2
2360422,2489916,3589657,6636862,2843775,3864124	2
2360422,3589662,3589657,6636862,2843775,3864124	2
2422904,3037426,2814317,3745605,3250732,4317319	2
2764437,740569,4825856,1631714,2378462,1405795	2
2764437,6061719,4825856,1631714,2378462,1405795	2
2764437,5035219,4825856,1631714,2378462,1405795	2
374213,740569,4825856,1631714,2378462,1405795	2
374213,6061719,4825856,1631714,2378462,1405795	2
2451630,5755845,4848371,6637233,2624264,3790819	2
2451630,2451712,4848371,6637233,2624264,3790819	2
3373322,4449606,3428259,3796603,3328962,3874149	2
3834331,3834215,3812563,3840207,3840141,3834227	2
2051981,2562,405081,2768265,2289110,7687775	2
1396365,3767735,418018,3579324,2374671,1404059	2
2117,1702546,418018,3579324,2374671,1404059	2
2192197,779095,404800,914993,4620767,5370230	2
2192197,435075,404800,914993,4620767,5370230	2
1740174,449794,404800,914993,4620767,5370230	2
4430565,779095,404800,914993,4620767,5370230	2
4430565,2459564,404800,914993,4620767,5370230	2
26186,1336694,376778,2126619,779805,2125978	2
26186,1287112,376778,2126619,779805,2125978	2
553864,1336694,376778,2126619,779805,2125978	2
30192,2117473,579011,3078717,2311872,4412026	2
30192,1256491,579011,3078717,2311872,4412026	2
3756562,1248496,1198169,2683243,3702829,2145221	2
513527,1410258,576769,3382953,779755,4439541	2
1025362,500116,576769,3382953,779755,4439541	2
3360613,345183,977980,3396318,763019,4401173	2
3630779,919395,1576121,1184574,767866,2259633	2
319759,637598,1583293,3404477,4543365,921216	2
473593,637598,1583293,3404477,4543365,921216	2
240171,1258359,1198219,5729283,779639,5333193	2
544006,544264,921918,2284829,3703579,1403215	2
4264393,2189600,5242840,1031753,832200,3739307	2
3763337,3666295,3084096,4434331,4548995,4441854	2
2713772,763574,5177269,3748727,4542669,522481	2
2713772,4542687,5177269,3748727,4542669,522481	2
1396235,1427271,1488048,6036204,2374881,1404090	2
317741,476111,7575419,3365331,3699645,5264106	2
2245740,476109,7575419,3365331,3699645,5264106	2
2155985,573649,1213858,1631687,765515,912904	2
2549441,1172717,576760,3379266,779747,2085320	2
1164511,1172717,576760,3379266,779747,2085320	2
73027,4526905,1346516,2764014,832136,1465254	2
73027,858423,1346516,2764014,832136,1465254	2
3099856,905897,1014928,6145225,4737671,5315885	2
1213519,905897,1014928,6145225,4737671,5315885	2
3099856,1401236,1014928,6145225,4737671,5315885	2
1213519,1401236,1014928,6145225,4737671,5315885	2
1213519,456720,1014928,6145225,4737671,5315885	2
1213519,504784,1014928,6145225,4737671,5315885	2
1184258,456720,1014928,6145225,4737671,5315885	2
1184258,504784,1014928,6145225,4737671,5315885	2
456719,905897,1014928,6145225,4737671,5315885	2
456719,456720,1014928,6145225,4737671,5315885	2
1384929,4708144,2464483,2737613,2317954,5384776	2
2020560,2603005,2595805,2748060,3229471,2748925	2
2547992,2603005,2595805,2748060,3229471,2748925	2
2549105,2747291,3098668,2664456,2783969,3036106	2
2548800,2667281,3098668,2664456,2783969,3036106	2
2549105,2667284,3098668,2664456,2783969,3036106	2
2548800,2667284,3098668,2664456,2783969,3036106	2
2451481,5755844,2453856,3794067,3705800,5265564	2
3705760,5755844,2453856,3794067,3705800,5265564	2
254074,514850,907573,3409759,3106139,2193149	2
51103,514850,907573,3409759,3106139,2193149	2
6587898,514850,907573,3409759,3106139,2193149	2
36557,2405357,907573,3409759,3106139,2193149	2
258663,636789,1120425,3412649,830576,1647184	2
258663,634734,1120425,3412649,830576,1647184	2
258663,634735,1120425,3412649,830576,1647184	2
351259,856129,2342759,2600948,829903,2147550	2
2343599,856129,2342759,2600948,829903,2147550	2
2688199,5497976,4456287,3214626,630672,6129393	2
6097958,1195347,1504368,4176159,1504371,4069310	2
6097958,1531286,1504368,4176159,1504371,4069310	2
1009343,1351142,893320,335579,760628,841635	1
2387730,1351142,893320,335579,760628,841635	1
2246013,1351142,893320,335579,760628,841635	1
31224,1351142,893320,335579,760628,841635	1
845539,1351142,893320,335579,760628,841635	1
1629771,1351142,893320,335579,760628,841635	1
1887577,1351142,893320,335579,760628,841635	1
322733,1351142,893320,335579,760628,841635	1
617467,1351142,893320,335579,760628,841635	1
267786,1351142,893320,335579,760628,841635	1
1009343,1507074,893320,335579,760628,841635	1
31224,1507074,893320,335579,760628,841635	1
845539,1507074,893320,335579,760628,841635	1
1629771,1507074,893320,335579,760628,841635	1
1887577,1507074,893320,335579,760628,841635	1
322733,1507074,893320,335579,760628,841635	1
617467,1507074,893320,335579,760628,841635	1
267786,1507074,893320,335579,760628,841635	1
1009343,3767857,893320,335579,760628,841635	1
2387730,3767857,893320,335579,760628,841635	1
2246013,3767857,893320,335579,760628,841635	1
31224,3767857,893320,335579,760628,841635	1
845539,3767857,893320,335579,760628,841635	1
1629771,3767857,893320,335579,760628,841635	1
1887577,3767857,893320,335579,760628,841635	1
322733,3767857,893320,335579,760628,841635	1
617467,3767857,893320,335579,760628,841635	1
267786,3767857,893320,335579,760628,841635	1
1009343,4828797,893320,335579,760628,841635	1
2387730,4828797,893320,335579,760628,841635	1
2246013,4828797,893320,335579,760628,841635	1
31224,4828797,893320,335579,760628,841635	1
845539,4828797,893320,335579,760628,841635	1
1629771,4828797,893320,335579,760628,841635	1
1887577,4828797,893320,335579,760628,841635	1
322733,4828797,893320,335579,760628,841635	1
617467,4828797,893320,335579,760628,841635	1
267786,4828797,893320,335579,760628,841635	1
1009343,1196207,893320,335579,760628,841635	1
2387730,1196207,893320,335579,760628,841635	1
2246013,1196207,893320,335579,760628,841635	1
1887577,1196207,893320,335579,760628,841635	1
322733,1196207,893320,335579,760628,841635	1
617467,1196207,893320,335579,760628,841635	1
267786,1196207,893320,335579,760628,841635	1
1009343,2601,893320,335579,760628,841635	1
2387730,2601,893320,335579,760628,841635	1
2246013,2601,893320,335579,760628,841635	1
31224,2601,893320,335579,760628,841635	1
845539,2601,893320,335579,760628,841635	1
1629771,2601,893320,335579,760628,841635	1
1887577,2601,893320,335579,760628,841635	1
322733,2601,893320,335579,760628,841635	1
617467,2601,893320,335579,760628,841635	1
267786,2601,893320,335579,760628,841635	1
1009343,1332464,893320,335579,760628,841635	1
2387730,1332464,893320,335579,760628,841635	1
2246013,1332464,893320,335579,760628,841635	1
31224,1332464,893320,335579,760628,841635	1
845539,1332464,893320,335579,760628,841635	1
1629771,1332464,893320,335579,760628,841635	1
1887577,1332464,893320,335579,760628,841635	1
617467,1332464,893320,335579,760628,841635	1
1009343,3252729,893320,335579,760628,841635	1
2387730,3252729,893320,335579,760628,841635	1
2246013,3252729,893320,335579,760628,841635	1
31224,3252729,893320,335579,760628,841635	1
845539,3252729,893320,335579,760628,841635	1
1629771,3252729,893320,335579,760628,841635	1
1887577,3252729,893320,335579,760628,841635	1
322733,3252729,893320,335579,760628,841635	1
617467,3252729,893320,335579,760628,841635	1
267786,3252729,893320,335579,760628,841635	1
437968,1130137,395134,7105974,762364,7680975	1
1431661,1031885,331974,1030736,762367,1404088	1
593653,1031885,331974,1030736,762367,1404088	1
241649,1031885,331974,1030736,762367,1404088	1
2282054,1031885,331974,1030736,762367,1404088	1
52119,1031885,331974,1030736,762367,1404088	1
620264,1031885,331974,1030736,762367,1404088	1
2548298,1031885,331974,1030736,762367,1404088	1
1351544,1031885,331974,1030736,762367,1404088	1
5859299,1031885,331974,1030736,762367,1404088	1
1431661,586853,331974,1030736,762367,1404088	1
241649,586853,331974,1030736,762367,1404088	1
2282054,586853,331974,1030736,762367,1404088	1
52119,586853,331974,1030736,762367,1404088	1
620264,586853,331974,1030736,762367,1404088	1
2548298,586853,331974,1030736,762367,1404088	1
1351544,586853,331974,1030736,762367,1404088	1
5859299,586853,331974,1030736,762367,1404088	1
1431661,1646046,331974,1030736,762367,1404088	1
593653,1646046,331974,1030736,762367,1404088	1
241649,1646046,331974,1030736,762367,1404088	1
2282054,1646046,331974,1030736,762367,1404088	1
52119,1646046,331974,1030736,762367,1404088	1
620264,1646046,331974,1030736,762367,1404088	1
2548298,1646046,331974,1030736,762367,1404088	1
1351544,1646046,331974,1030736,762367,1404088	1
5859299,1646046,331974,1030736,762367,1404088	1
1431661,640422,331974,1030736,762367,1404088	1
593653,640422,331974,1030736,762367,1404088	1
241649,640422,331974,1030736,762367,1404088	1
2282054,640422,331974,1030736,762367,1404088	1
52119,640422,331974,1030736,762367,1404088	1
2548298,640422,331974,1030736,762367,1404088	1
1351544,640422,331974,1030736,762367,1404088	1
5859299,640422,331974,1030736,762367,1404088	1
593653,1435619,331974,1030736,762367,1404088	1
241649,1435619,331974,1030736,762367,1404088	1
2282054,1435619,331974,1030736,762367,1404088	1
52119,1435619,331974,1030736,762367,1404088	1
620264,1435619,331974,1030736,762367,1404088	1
2548298,1435619,331974,1030736,762367,1404088	1
1351544,1435619,331974,1030736,762367,1404088	1
5859299,1435619,331974,1030736,762367,1404088	1
1431661,493657,331974,1030736,762367,1404088	1
593653,493657,331974,1030736,762367,1404088	1
241649,493657,331974,1030736,762367,1404088	1
2282054,493657,331974,1030736,762367,1404088	1
620264,493657,331974,1030736,762367,1404088	1
2548298,493657,331974,1030736,762367,1404088	1
1351544,493657,331974,1030736,762367,1404088	1
5859299,493657,331974,1030736,762367,1404088	1
1431661,4613949,331974,1030736,762367,1404088	1
593653,4613949,331974,1030736,762367,1404088	1
241649,4613949,331974,1030736,762367,1404088	1
2282054,4613949,331974,1030736,762367,1404088	1
52119,4613949,331974,1030736,762367,1404088	1
620264,4613949,331974,1030736,762367,1404088	1
2548298,4613949,331974,1030736,762367,1404088	1
1351544,4613949,331974,1030736,762367,1404088	1
5859299,4613949,331974,1030736,762367,1404088	1
1431661,1151748,331974,1030736,762367,1404088	1
593653,1151748,331974,1030736,762367,1404088	1
241649,1151748,331974,1030736,762367,1404088	1
2282054,1151748,331974,1030736,762367,1404088	1
52119,1151748,331974,1030736,762367,1404088	1
620264,1151748,331974,1030736,762367,1404088	1
2548298,1151748,331974,1030736,762367,1404088	1
5859299,1151748,331974,1030736,762367,1404088	1
1288,3518139,395136,2740005,762368,4343148	1
1288,968428,395136,2740005,762368,4343148	1
1288,1503325,395136,2740005,762368,4343148	1
7681754,2491,395136,2740005,762368,4343148	1
1880024,2491,395136,2740005,762368,4343148	1
239754,2491,395136,2740005,762368,4343148	1
436541,2491,395136,2740005,762368,4343148	1
65451,2491,395136,2740005,762368,4343148	1
1108772,2491,395136,2740005,762368,4343148	1
693485,2491,395136,2740005,762368,4343148	1
2571794,2491,395136,2740005,762368,4343148	1
1196168,2491,395136,2740005,762368,4343148	1
1312015,3518139,395136,2740005,762368,4343148	1
1312015,436542,395136,2740005,762368,4343148	1
1312015,968428,395136,2740005,762368,4343148	1
1312015,2753026,395136,2740005,762368,4343148	1
1312015,2493,395136,2740005,762368,4343148	1
1312015,951276,395136,2740005,762368,4343148	1
1312015,1503325,395136,2740005,762368,4343148	1
436541,436542,395136,2740005,762368,4343148	1
65451,968428,395136,2740005,762368,4343148	1
693485,2493,395136,2740005,762368,4343148	1
2571794,951276,395136,2740005,762368,4343148	1
1108772,1503325,395136,2740005,762368,4343148	1
837419,532537,414995,2740011,762370,1960605	1
958825,532537,414995,2740011,762370,1960605	1
7198256,2508,397604,2677716,762372,7681209	1
2876349,2508,397604,2677716,762372,7681209	1
2891899,2508,397604,2677716,762372,7681209	1
5720794,2508,397604,2677716,762372,7681209	1
2876349,4629530,397604,2677716,762372,7681209	1
2891899,4629530,397604,2677716,762372,7681209	1
5720794,1023561,397604,2677716,762372,7681209	1
71632,1305255,893304,3076915,528232,1975236	1
431891,1305255,893304,3076915,528232,1975236	1
1550027,1305255,893304,3076915,528232,1975236	1
71632,1328421,893304,3076915,528232,1975236	1
1550027,1328421,893304,3076915,528232,1975236	1
71632,1246313,893304,3076915,528232,1975236	1
431891,1246313,893304,3076915,528232,1975236	1
1550027,1246313,893304,3076915,528232,1975236	1
1337519,6599012,893304,3076915,528232,1975236	1
1337519,6599014,893304,3076915,528232,1975236	1
1337519,6599015,893304,3076915,528232,1975236	1
1427869,1427867,893304,3076915,528232,1975236	1
1427869,3779634,893304,3076915,528232,1975236	1
65918,646136,2960743,7757059,779671,1990617	1
65918,1778434,2960743,7757059,779671,1990617	1
65918,5164341,2960743,7757059,779671,1990617	1
65918,378542,2960743,7757059,779671,1990617	1
65918,941852,2960743,7757059,779671,1990617	1
65918,5769218,2960743,7757059,779671,1990617	1
65918,1771993,2960743,7757059,779671,1990617	1
65918,6682423,2960743,7757059,779671,1990617	1
65918,6682426,2960743,7757059,779671,1990617	1
65918,1391632,2960743,7757059,779671,1990617	1
65918,6614126,2960743,7757059,779671,1990617	1
65918,6614127,2960743,7757059,779671,1990617	1
1575864,646136,2960743,7757059,779671,1990617	1
1575864,1778434,2960743,7757059,779671,1990617	1
1575864,5164341,2960743,7757059,779671,1990617	1
1575864,378542,2960743,7757059,779671,1990617	1
1575864,941852,2960743,7757059,779671,1990617	1
1575864,5769218,2960743,7757059,779671,1990617	1
1575864,1771993,2960743,7757059,779671,1990617	1
1575864,337105,2960743,7757059,779671,1990617	1
1575864,6682423,2960743,7757059,779671,1990617	1
1575864,6682426,2960743,7757059,779671,1990617	1
1575864,1391632,2960743,7757059,779671,1990617	1
1575864,6614126,2960743,7757059,779671,1990617	1
1575864,6614127,2960743,7757059,779671,1990617	1
350133,1778434,2960743,7757059,779671,1990617	1
1312,378542,2960743,7757059,779671,1990617	1
2247670,378542,2960743,7757059,779671,1990617	1
1174876,941852,2960743,7757059,779671,1990617	1
1174876,5769218,2960743,7757059,779671,1990617	1
1112325,6682423,2960743,7757059,779671,1990617	1
1112325,6682426,2960743,7757059,779671,1990617	1
2149122,1391632,2960743,7757059,779671,1990617	1
2547177,1391632,2960743,7757059,779671,1990617	1
5228925,1391632,2960743,7757059,779671,1990617	1
2247670,6614126,2960743,7757059,779671,1990617	1
2247670,6614127,2960743,7757059,779671,1990617	1
1356753,590743,397607,2740038,762385,5921527	1
1356753,895223,397607,2740038,762385,5921527	1
1356753,895229,397607,2740038,762385,5921527	1
1356753,895222,397607,2740038,762385,5921527	1
1356753,895226,397607,2740038,762385,5921527	1
1356753,895228,397607,2740038,762385,5921527	1
1356753,895231,397607,2740038,762385,5921527	1
1356753,1315902,397607,2740038,762385,5921527	1
1356753,3762799,397607,2740038,762385,5921527	1
2815081,2532,397607,2740038,762385,5921527	1
1829542,2532,397607,2740038,762385,5921527	1
3737921,2532,397607,2740038,762385,5921527	1
3172331,2532,397607,2740038,762385,5921527	1
3060556,2532,397607,2740038,762385,5921527	1
3731821,2532,397607,2740038,762385,5921527	1
1180913,2532,397607,2740038,762385,5921527	1
2815081,434255,397607,2740038,762385,5921527	1
1829542,434255,397607,2740038,762385,5921527	1
3737921,434255,397607,2740038,762385,5921527	1
3172331,434255,397607,2740038,762385,5921527	1
3060556,434255,397607,2740038,762385,5921527	1
3731821,434255,397607,2740038,762385,5921527	1
1180913,434255,397607,2740038,762385,5921527	1
1829542,590743,397607,2740038,762385,5921527	1
3737921,3762799,397607,2740038,762385,5921527	1
1182334,2535,351198,2762650,761811,1996639	1
4755158,2535,351198,2762650,761811,1996639	1
1587251,2535,351198,2762650,761811,1996639	1
3734924,2535,351198,2762650,761811,1996639	1
328232,2535,351198,2762650,761811,1996639	1
1182334,1173024,351198,2762650,761811,1996639	1
4755158,1173024,351198,2762650,761811,1996639	1
1587251,1173024,351198,2762650,761811,1996639	1
3734924,1173024,351198,2762650,761811,1996639	1
328232,1173024,351198,2762650,761811,1996639	1
1182334,5020949,351198,2762650,761811,1996639	1
4755158,5020949,351198,2762650,761811,1996639	1
1587251,5020949,351198,2762650,761811,1996639	1
3734924,5020949,351198,2762650,761811,1996639	1
328232,5020949,351198,2762650,761811,1996639	1
1182334,2808470,351198,2762650,761811,1996639	1
4755158,2808470,351198,2762650,761811,1996639	1
1587251,2808470,351198,2762650,761811,1996639	1
3734924,2808470,351198,2762650,761811,1996639	1
328232,2808470,351198,2762650,761811,1996639	1
1182334,2808483,351198,2762650,761811,1996639	1
4755158,2808483,351198,2762650,761811,1996639	1
1587251,2808483,351198,2762650,761811,1996639	1
3734924,2808483,351198,2762650,761811,1996639	1
328232,2808483,351198,2762650,761811,1996639	1
1023662,599583,397652,2740048,2817741,1995381	1
1023662,2545,397652,2740048,2817741,1995381	1
1886532,2574,893392,3877600,762390,1996317	1
2713742,2585,397659,3230972,762395,2311369	1
2123550,1023611,397635,2768278,762396,4409034	1
2123550,1090748,397635,2768278,762396,4409034	1
2123550,1236651,397635,2768278,762396,4409034	1
2123550,2689986,397635,2768278,762396,4409034	1
2123550,1302778,397635,2768278,762396,4409034	1
2123550,496103,397635,2768278,762396,4409034	1
2123550,1627193,397635,2768278,762396,4409034	1
2123550,507369,397635,2768278,762396,4409034	1
2123550,1391821,397635,2768278,762396,4409034	1
